frame_id,kick_id,kick_direction,visibility_LEFT_ANKLE,visibility_LEFT_ELBOW,visibility_LEFT_FOOT_INDEX,visibility_LEFT_HIP,visibility_LEFT_KNEE,visibility_LEFT_SHOULDER,visibility_LEFT_WRIST,visibility_RIGHT_ANKLE,visibility_RIGHT_ELBOW,visibility_RIGHT_FOOT_INDEX,visibility_RIGHT_HIP,visibility_RIGHT_KNEE,visibility_RIGHT_SHOULDER,visibility_RIGHT_WRIST,x_LEFT_ANKLE,x_LEFT_ELBOW,x_LEFT_FOOT_INDEX,x_LEFT_HIP,x_LEFT_KNEE,x_LEFT_SHOULDER,x_LEFT_WRIST,x_RIGHT_ANKLE,x_RIGHT_ELBOW,x_RIGHT_FOOT_INDEX,x_RIGHT_HIP,x_RIGHT_KNEE,x_RIGHT_SHOULDER,x_RIGHT_WRIST,y_LEFT_ANKLE,y_LEFT_ELBOW,y_LEFT_FOOT_INDEX,y_LEFT_HIP,y_LEFT_KNEE,y_LEFT_SHOULDER,y_LEFT_WRIST,y_RIGHT_ANKLE,y_RIGHT_ELBOW,y_RIGHT_FOOT_INDEX,y_RIGHT_HIP,y_RIGHT_KNEE,y_RIGHT_SHOULDER,y_RIGHT_WRIST,z_LEFT_ANKLE,z_LEFT_ELBOW,z_LEFT_FOOT_INDEX,z_LEFT_HIP,z_LEFT_KNEE,z_LEFT_SHOULDER,z_LEFT_WRIST,z_RIGHT_ANKLE,z_RIGHT_ELBOW,z_RIGHT_FOOT_INDEX,z_RIGHT_HIP,z_RIGHT_KNEE,z_RIGHT_SHOULDER,z_RIGHT_WRIST
29,2,4,0.5798552632331848,0.9940713047981262,0.4663546681404114,0.9997501969337463,0.7795730233192444,0.9997370839118958,0.9554603099822998,0.09460865706205368,0.22400124371051788,0.13739196956157684,0.9989985823631287,0.14657090604305267,0.9981454610824585,0.3477227985858917,0.5105661153793335,0.6674939393997192,0.5033320188522339,0.5835222601890564,0.5516899228096008,0.642808735370636,0.6818450093269348,0.5221326947212219,0.6649818420410156,0.5121181607246399,0.5866274237632751,0.5674302577972412,0.642667293548584,0.6775386929512024,0.4329686164855957,0.4131280779838562,0.4151473641395569,0.4517676830291748,0.4366776645183563,0.43174219131469727,0.4212046265602112,0.43454283475875854,0.4187219440937042,0.4143579602241516,0.4440980553627014,0.4291906952857971,0.4315014183521271,0.4274277091026306,-0.03911348059773445,-0.1019078940153122,-0.06941788643598557,-0.04253927618265152,-0.05257059261202812,-0.0604545958340168,-0.10018149763345718,0.053020983934402466,0.0835941731929779,0.032739803194999695,0.04258541390299797,0.03374950960278511,0.05631084367632866,0.07084355503320694
30,2,4,0.6133785843849182,0.9840898513793945,0.5055662989616394,0.9996850490570068,0.7977272868156433,0.99921715259552,0.946064829826355,0.11456523835659027,0.25483033061027527,0.16035723686218262,0.9987099170684814,0.16816851496696472,0.9959143400192261,0.37711217999458313,0.5158818960189819,0.665494441986084,0.5033411383628845,0.5900756120681763,0.5584349036216736,0.6484289169311523,0.6817178726196289,0.5514212846755981,0.6610113382339478,0.5394041538238525,0.5935731530189514,0.5866870880126953,0.6461788415908813,0.6724697351455688,0.43082448840141296,0.4187280833721161,0.40731653571128845,0.4411030113697052,0.42386043071746826,0.4292289614677429,0.4186265170574188,0.3989719748497009,0.4147328734397888,0.3774833679199219,0.4327567219734192,0.3862850069999695,0.4221700131893158,0.4087410271167755,-0.057226747274398804,-0.0658886656165123,-0.08584681153297424,-0.037986867129802704,-0.059087175875902176,-0.0446578785777092,-0.06988446414470673,0.07299169898033142,0.032158538699150085,0.06836601346731186,0.03800879418849945,0.03560669720172882,0.02948599122464657,0.012568354606628418
85,5,4,0.6084449887275696,0.8955469131469727,0.5106900334358215,0.9996952414512634,0.7649568319320679,0.9988184571266174,0.8754774928092957,0.18570752441883087,0.2731146812438965,0.2261330485343933,0.9987971782684326,0.2354617416858673,0.9959527850151062,0.3799823224544525,0.31621813774108887,0.35849881172180176,0.31236135959625244,0.3384735584259033,0.3315350115299225,0.34495601058006287,0.36485230922698975,0.32421597838401794,0.3449600338935852,0.3222564458847046,0.34524041414260864,0.33688732981681824,0.34809547662734985,0.3395666778087616,0.7369893193244934,0.5802912712097168,0.75758957862854,0.6240102648735046,0.6761964559555054,0.5752711892127991,0.5693705081939697,0.7256359457969666,0.6461946964263916,0.751265823841095,0.6242263913154602,0.6670048832893372,0.5886910557746887,0.6826191544532776,-0.061197180300951004,0.16347047686576843,-0.0958101898431778,0.032664764672517776,-0.02128990739583969,0.15320146083831787,0.17279250919818878,-0.1124415248632431,0.047043606638908386,-0.13993702828884125,-0.032796598970890045,-0.07623790949583054,0.06909427791833878,0.0673646330833435
86,5,4,0.6187496781349182,0.809885561466217,0.5307645797729492,0.9996564984321594,0.7267972230911255,0.9963880181312561,0.7907587885856628,0.25646406412124634,0.30782264471054077,0.2893007695674896,0.9988130331039429,0.2953723073005676,0.9959938526153564,0.39592936635017395,0.3245735466480255,0.33516964316368103,0.3312094807624817,0.3328585922718048,0.33334508538246155,0.34190061688423157,0.3401072025299072,0.31758981943130493,0.3511694371700287,0.317072331905365,0.34567609429359436,0.3348948359489441,0.3568539023399353,0.3456903100013733,0.7409822344779968,0.6057542562484741,0.7568290829658508,0.6365042924880981,0.6812484860420227,0.5743655562400818,0.6264751553535461,0.7363635301589966,0.6222184896469116,0.7536329627037048,0.6335325837135315,0.692016065120697,0.5765765905380249,0.6429073810577393,-0.0006304290145635605,0.12325944006443024,-0.025424327701330185,0.034136220812797546,0.039171136915683746,0.10525848716497421,0.14055684208869934,-0.08795139938592911,-0.02433956041932106,-0.11062979698181152,-0.034228552132844925,-0.03714708238840103,0.013564554043114185,-0.04024197533726692
87,5,4,0.6283387541770935,0.7591453790664673,0.5450442433357239,0.9996016025543213,0.6731712818145752,0.9963124394416809,0.7140083909034729,0.3249962031841278,0.35715803503990173,0.34788504242897034,0.9988465905189514,0.3445492684841156,0.9962834715843201,0.38938936591148376,0.3310471773147583,0.32912343740463257,0.33967870473861694,0.33276820182800293,0.338839590549469,0.34106701612472534,0.338444322347641,0.32062336802482605,0.3598492741584778,0.325086385011673,0.3458649814128876,0.33927181363105774,0.36420267820358276,0.3603353202342987,0.742270827293396,0.6145253777503967,0.7603265643119812,0.6578419804573059,0.6970475912094116,0.5753113627433777,0.6226488351821899,0.74359130859375,0.6244043707847595,0.7698390483856201,0.6683674454689026,0.7070431709289551,0.5789148807525635,0.6245080828666687,0.1215420737862587,0.06133263185620308,0.12234465777873993,0.0364735871553421,0.12220130115747452,0.030348528176546097,0.08608539402484894,0.04322083666920662,-0.03649409860372543,0.04385651648044586,-0.036648768931627274,0.030709439888596535,-0.0502949059009552,0.01422072947025299
88,5,4,0.6222085356712341,0.7012454271316528,0.5383610129356384,0.999439001083374,0.6322104334831238,0.9960731267929077,0.6443217396736145,0.3789587914943695,0.4046958088874817,0.39058855175971985,0.998710572719574,0.38960716128349304,0.9965645670890808,0.38880887627601624,0.3325101435184479,0.33736652135849,0.33939072489738464,0.3358256220817566,0.340307354927063,0.34554561972618103,0.3429873287677765,0.3336324989795685,0.3614652752876282,0.3384534418582916,0.35118064284324646,0.3511912226676941,0.36976590752601624,0.3637612462043762,0.74888014793396,0.6190374493598938,0.7654697895050049,0.6593770980834961,0.7019703984260559,0.5773046016693115,0.6438735723495483,0.7408902645111084,0.625943660736084,0.7654403448104858,0.6670451760292053,0.7023178935050964,0.5796670913696289,0.6415024399757385,0.08710304647684097,0.05239558219909668,0.07982908189296722,0.03637741878628731,0.0878983810544014,0.0474654957652092,0.04620227590203285,0.02680843137204647,-0.06082700937986374,0.020888986065983772,-0.03656398132443428,0.021876493468880653,-0.04313718527555466,-0.05176268890500069
89,5,4,0.6383137106895447,0.6397342085838318,0.5565279126167297,0.999457597732544,0.6217887997627258,0.99552983045578,0.5810272693634033,0.4161645770072937,0.4523508548736572,0.42114904522895813,0.9987490177154541,0.4371265769004822,0.99680095911026,0.3922092318534851,0.33118265867233276,0.3492415249347687,0.3376314640045166,0.3439982235431671,0.3433341383934021,0.3560165762901306,0.3487507998943329,0.34659457206726074,0.36916351318359375,0.3493792414665222,0.3603955805301666,0.3624299466609955,0.3762347400188446,0.37086230516433716,0.7583951354026794,0.6217985153198242,0.7706200480461121,0.6624299883842468,0.7068671584129333,0.5809361934661865,0.6505048274993896,0.7311014533042908,0.6255847811698914,0.7529579401016235,0.6642224192619324,0.7001647353172302,0.5818026661872864,0.6474237442016602,0.03695078194141388,0.0491497740149498,0.021172575652599335,0.03174130246043205,0.055857013911008835,0.0445697195827961,0.04593525826931,0.02249789610505104,-0.07221180945634842,0.024713072925806046,-0.03184204548597336,0.005026360973715782,-0.04229054972529411,-0.08863557130098343
90,5,4,0.6742035150527954,0.597658097743988,0.594080924987793,0.9995113015174866,0.6594321727752686,0.9959076046943665,0.5251482129096985,0.47337019443511963,0.48095253109931946,0.46719300746917725,0.9988716244697571,0.492242693901062,0.9971068501472473,0.382366806268692,0.33090314269065857,0.3533967137336731,0.33606433868408203,0.35147348046302795,0.34340786933898926,0.3623935282230377,0.35397565364837646,0.36992117762565613,0.37665578722953796,0.3723563849925995,0.368618905544281,0.37907952070236206,0.38462311029434204,0.37837034463882446,0.7609100937843323,0.6237021088600159,0.7690660357475281,0.6584339141845703,0.7049852013587952,0.5813674926757812,0.646735429763794,0.7308796644210815,0.6249874234199524,0.7445945143699646,0.6605522036552429,0.6866483688354492,0.5824397802352905,0.6494948863983154,0.01238616369664669,0.06451578438282013,0.00023743967176415026,0.020111121237277985,0.030348503962159157,0.05375878885388374,0.07787352055311203,0.06313078105449677,-0.041360534727573395,0.06667588651180267,-0.020244205370545387,0.04387011379003525,-0.015104149468243122,-0.04767298325896263
91,5,4,0.7066155076026917,0.5424125790596008,0.6241226196289062,0.9995590448379517,0.6934504508972168,0.9962340593338013,0.473319411277771,0.5253533124923706,0.4795227348804474,0.5026888251304626,0.998979926109314,0.5426717400550842,0.9973787069320679,0.3563272953033447,0.33274608850479126,0.36777573823928833,0.3352939486503601,0.36035415530204773,0.34634101390838623,0.36987823247909546,0.37162667512893677,0.38822993636131287,0.382657915353775,0.3932996392250061,0.37790432572364807,0.3902314007282257,0.3919459581375122,0.38433346152305603,0.7564955949783325,0.6172656416893005,0.7660733461380005,0.656728982925415,0.7013784646987915,0.580819845199585,0.6358889937400818,0.7315025925636292,0.6164790391921997,0.7451203465461731,0.6578142046928406,0.6811625957489014,0.58119136095047,0.6370687484741211,-0.007667445577681065,0.06942753493785858,-0.023499203845858574,0.01408195961266756,0.005415209569036961,0.051804207265377045,0.0917411595582962,0.0490417405962944,-0.03864293172955513,0.05011754482984543,-0.01414361409842968,0.031067613512277603,-0.004771585110574961,-0.06962407380342484
92,5,4,0.7357668280601501,0.4904453754425049,0.6526880264282227,0.9996010661125183,0.7240574359893799,0.9964609742164612,0.4269990026950836,0.5721860527992249,0.4863816797733307,0.5397669076919556,0.9990747570991516,0.588039755821228,0.9976207613945007,0.3501688241958618,0.339283287525177,0.3770269751548767,0.3385527431964874,0.36853668093681335,0.3539600074291229,0.3785552382469177,0.37979045510292053,0.39508748054504395,0.39036059379577637,0.4025194048881531,0.38456669449806213,0.39760565757751465,0.39829427003860474,0.3921065032482147,0.7554537653923035,0.6156445741653442,0.7606119513511658,0.6482669711112976,0.6969762444496155,0.5753015875816345,0.634708821773529,0.7358322739601135,0.6122557520866394,0.7467988729476929,0.6485387086868286,0.682318925857544,0.5780352354049683,0.6357542872428894,-0.024149682372808456,0.09150954335927963,-0.044472333043813705,0.01227769535034895,-0.004152554087340832,0.0833968073129654,0.10611414909362793,0.030116671696305275,-0.02073628641664982,0.024052906781435013,-0.01231450866907835,0.024838151410222054,0.030128588899970055,-0.057933442294597626
