frame_id,kick_direction,x_ankle_left,x_elbow_left,x_left_foot_index,x_hip_left,x_knee_left,x_shoulder_left,x_wrist_left,x_ankle_right,x_elbow_right,x_right_foot_index,x_hip_right,x_knee_right,x_shoulder_right,x_wrist_right,y_ankle_left,y_elbow_left,y_left_foot_index,y_hip_left,y_knee_left,y_shoulder_left,y_wrist_left,y_ankle_right,y_elbow_right,y_right_foot_index,y_hip_right,y_knee_right,y_shoulder_right,y_wrist_right,z_ankle_left,z_elbow_left,z_left_foot_index,z_hip_left,z_knee_left,z_shoulder_left,z_wrist_left,z_ankle_right,z_elbow_right,z_right_foot_index,z_hip_right,z_knee_right,z_shoulder_right,z_wrist_right,x_mid_hip,y_mid_hip,angle_knee_left,angle_knee_right,angle_elbow_left,angle_elbow_right
284,4,-1.092042736875037,0.8480916125355175,-1.2144999644150247,0.17915749873645267,0.14887175644328982,0.49779015063643345,1.2510101994783052,0.2527532149337428,-1.2008702106243452,0.49398499421163244,-0.17915749873645267,0.378283467535785,-0.5021636721981034,-1.9202360648730508,3.114405622104139,-1.7097510504569708,4.187556066972062,0.025449821976074014,2.3818173653492893,-3.0026427419699844,-0.6657454890481556,2.541741277759153,-2.1703690201927532,3.306394686303465,-0.025449821976074014,1.6874678342434526,-3.2750616658767493,-1.5914898163850546,1.4386362355400981,2.1446425846754913,0.7622224606231057,0.9722391414783124,-0.06498930215972204,1.5026545519204446,0.5881146642176173,1.2774120846656387,-1.1170049586754285,0.7890594788654364,-0.9716400701740913,-1.6306254717627706,-1.1294768233207493,-1.9453857061094648,0.0,0.0,238.70766316996972,206.38606853408956,174.05662291022298,198.86317571301828
452,1,0.02042903562645198,-0.9741066126167109,0.25133109422385425,-0.23317415148631462,0.10193727420778426,-0.3099971266267851,-1.664973828695996,-0.09031692985762772,1.0043393083008776,0.25842210307650565,0.23317415148631462,0.23962659828521946,0.6899613489797842,1.3792470102050227,3.158747438249819,-3.125747640332751,3.456970767629811,-0.1043120815355745,1.4251009632621419,-3.0702991686657524,-2.968220816794931,4.473620958315711,-1.6365590548276314,5.169819425029764,0.1043120815355745,2.394900994586143,-2.7732391112441364,-0.7267937567426925,5.389859122334994,0.34286841547744135,5.254919575163421,1.1222636827249068,3.3243258981484702,0.6222563299377878,0.05411673217309492,-1.1189261595682667,-1.3731006957472913,-2.062670832654904,-1.1273645993243,-1.1854095496909438,-1.1426676585033193,-0.8704491035933527,0.0,0.0,195.05063925233668,189.1803974492589,162.38267504229404,173.06394019197418
515,4,5.812977014176546,2.158297966641861,7.9471893567650564,1.2980129636893918,6.827454584598114,0.6172319242700187,1.240544951242205,-3.1914486613295097,1.8582544490228652,-3.7112715085456958,-1.2980129636893918,0.1183267968199275,-0.3822339188003874,-0.08874907739420097,56.22051084180609,-47.56127529979167,63.750380545855634,0.504110678716083,28.09639782953593,-42.20398301035216,-57.89391250397667,53.023729276274416,-56.96043140095989,63.05589314668085,-0.504110678716083,26.863653245634204,-45.538130636661336,-64.233111850412,8.59390249081386,-19.733367308048724,-6.934999164470498,5.256854102899948,-6.789756623074263,-0.2451187395761017,-36.74690173586413,3.2371049376830348,-37.20082341839105,-11.390417757739176,-5.283987740390486,-15.499936821863955,-14.745179645646223,-51.952523932347155,0.0,0.0,193.39770859525632,190.1732906997929,158.87597790827007,153.91484431017798
620,1,-1.3867387410063592,0.773213985318818,-1.9591315340495783,0.37344632688499035,-0.1341858799968583,0.23084628697927312,1.85819403965159,0.7249397877965258,-0.10593529020302252,1.3240592187425733,-0.37344632688499035,-0.06029632090231721,-0.7690548052062239,0.9076636829060926,8.74315665636205,-8.0724763355553,10.606563672646612,-0.13846444125371898,4.045075320135948,-7.198329277362357,-9.612410561481354,12.478147560392786,-8.981933683307966,13.979573261165804,0.13846444125371898,5.950180254119132,-7.343402422948064,-10.733832815482447,0.10684970509229005,-0.7793958283679896,-2.5113161207431136,1.3154171661246747,-1.0088107391121104,-1.2613927768202118,-2.7508121980070435,-5.838457189181114,-10.749494589921314,-9.812163218823704,-1.3192200451060785,-4.6550433283370545,-6.990472703702113,-12.761639458152308,0.0,0.0,188.00988830406132,176.22521992659253,183.34940986761518,188.01909537444897
914,3,-0.3000991856942511,-0.8127766916150918,-0.11799108229138798,-0.3053596032884557,-0.0989371806153193,-0.15176346932590723,-0.4158864782167504,-0.5278631778409715,1.0665016365102642,-0.09402352135174996,0.3053596032884557,-0.06547875044772655,0.8482050839745637,0.9273728224126251,3.3159262074875477,-1.6801322072874956,3.793999106380345,-0.007574326562686886,1.580854360041944,-2.731870842167133,-0.9965028443634731,4.6437350815254295,-0.9051517051193082,5.156273884114015,0.007574326562686886,2.1905998317390445,-2.4471616346526845,-0.33647179161619606,4.461896887309655,3.94356722059946,4.649358658182123,1.205808164252354,2.8137076825664087,2.974539585126936,5.348392525648448,-1.6272302409142083,0.7337630029083768,-2.0376311429180105,-1.2102228898232963,-1.4737894453119376,0.43103293481553656,2.374348476919683,0.0,0.0,194.01758511098623,181.03327794367743,117.71293092434993,201.80510766776817
956,6,-0.15192942584352367,-0.5436986406170018,-0.08466726941243466,-0.2450383609338815,-0.13922909487852014,-0.31227252572705605,-0.2924465734354516,-0.23708523681143423,0.6728791748535715,-0.09914331990763704,0.2450383609338815,0.22803081668478972,0.6876981229132262,0.6438509715975869,3.454290582060819,-1.3714153100718045,3.86657591794823,-0.07321387844265205,1.6133925229781338,-2.452265172249878,-0.7988638513051257,3.2272521564139653,-1.153307966397035,3.7407832466379953,0.07321387844265205,1.792280082979999,-2.371839948089512,-0.21035016101772355,2.2628297945016973,0.9719858992929605,1.9407704736841254,0.7441087085896935,1.8209047036752717,0.543126561517125,1.4956322489836589,1.5663921573883643,-0.7674413789264339,1.340692956667981,-0.7480742270750212,0.601611207286485,-1.1488636378241,0.3847903855324248,0.0,0.0,183.98502329276505,197.39217662033298,144.22134824125322,181.06649045810718
977,2,-0.7802769712113831,-0.2700735848143467,-0.85833436263942,-0.32203641413174655,-0.499980376129825,-0.20820124646241958,0.008160966948007083,0.37762548129903195,0.9137147969441092,0.34648951028111125,0.32203641413174655,0.6586682976245847,0.7917617135523902,0.8105839301668185,3.9724315209751735,-1.3295476890377333,4.2560861116547075,-0.021441718111468902,2.014956317157181,-2.665654618655077,-0.39509544787811485,2.953905755577206,-1.2577735687943383,3.3897828567661787,0.021441718111468902,1.3801428140336698,-2.656669055154904,-0.21472847459221342,-3.144945293274722,2.7091220061177683,-4.150350645727705,0.06608631339670304,-0.1935418729383057,2.976545180862838,3.0847944520086084,-1.556814971075036,1.8872368532575965,-2.08125479065031,-0.07004377920087759,0.37281764598841466,2.0624547895721768,3.2199350089082897,0.0,0.0,183.15503639678698,204.04054664352003,160.7676668249452,190.62909674153465
998,5,-0.3580267468993261,-1.0107521302902618,-0.7778005158928832,-0.2724684657608461,-0.47090885773483115,-0.6573374663315832,-1.416727624198663,-0.13477224401413246,0.9686427083516248,-0.3157999515924391,0.2724684657608461,-0.09531407933478989,0.3426335748691259,1.3811134373295084,3.7407151373120837,-1.730356168478477,4.245071952840279,0.04356278041020332,1.7720219881282866,-2.6563233009975526,-0.9775613582596809,2.1728416842284113,-2.575617027773055,2.587685771755468,-0.04356278041020332,1.0623981383992123,-2.8225067296501227,-2.4500016325613685,-0.35317732810376123,-0.2531062561069067,-0.8374074697953315,-1.0010522138997915,-0.6383411584439691,-0.7804611587064403,1.1707224299008987,4.661228723404896,2.0507940941957363,4.767381283954155,0.99728612540199,3.182630230947709,1.104513062214486,3.249651934537543,0.0,0.0,170.16901253423458,163.640750802135,187.4471893708997,175.41416933086535
1019,2,-0.24771146188981763,-0.9724524831184018,-0.07664790896536643,-0.29326548135279623,0.04072172967891877,-0.5197567652296969,-1.1792133006586325,-0.11157011372397593,0.6880203525990303,0.5187478450145295,0.29326548135279623,0.3366080720528379,0.48021952766613407,1.3326716197444692,1.5341536225874848,-0.650268861424708,1.7390633400130526,0.02309777288112936,0.7529074170954355,-1.007647760470262,-0.43312139396628685,1.7743020687607343,-0.7100933084128624,1.893313675598331,-0.02309777288112936,0.8467440623736171,-1.129090525893567,-0.19559486860430234,4.244550660592386,3.77235374430106,3.875338851348216,1.6493934363097658,2.7341822614247966,2.383961361629883,5.357254004783857,-2.746772038416479,-2.773884296355438,-3.6889489666537933,-1.6563961763046058,-2.306230700402791,-1.5016519785131635,-3.783383686835434,0.0,0.0,224.85449917926982,208.6415220651081,171.88560490584786,154.97250987877814
1061,4,-0.19524391783105088,-2.316819787492808,0.9723794327348031,0.14744272616533108,0.6366584893297327,-1.4431196390997507,-1.5961262584113416,-0.3908371819969885,1.6997379592332482,0.7337343182154036,-0.14744272616533108,0.7650958904561234,-0.4431789915951352,3.065952761497359,4.291596789550747,-1.2727527179970408,4.890438317023713,0.1529376344657144,2.2084065645136857,-1.9403349911225085,-0.7158787406077359,4.516204372355405,-1.6354025150847236,5.082637173004093,-0.1529376344657144,2.4110981924360817,-2.4786414319178576,-0.758247817871242,2.6952396972320494,12.204851997713764,1.6982914885225968,3.157905581155608,1.7639634035073384,10.76496226447479,13.031024240561303,-3.54282488046067,1.3405573039141558,-4.119434493613049,-3.1671263344491414,-4.725116576091538,3.735655434212424,1.2883697152454925,0.0,0.0,215.156538885009,228.36220131269047,75.07591567247502,191.2221300832544
